timestamp,latitude,longitude,geofence_name,distance_meters,inside,event,alert_active,output_active
2026-04-02 14:46:40,40.744047481,-84.105692545,Elm St. Bridge,851.03,False,CHECK,False,False
2026-04-02 14:46:41,40.744048937,-84.105694153,Main St. Bridge,231.6,False,CHECK,False,False
2026-04-02 14:46:41,40.744048937,-84.105694153,Elm St. Bridge,851.24,False,CHECK,False,False
2026-04-02 14:46:42,40.744040709,-84.10569232,Main St. Bridge,230.68,False,CHECK,False,False
2026-04-02 14:46:42,40.744040709,-84.10569232,Elm St. Bridge,850.35,False,CHECK,False,False
2026-04-02 14:46:43,40.744044648,-84.105690076,Main St. Bridge,231.07,False,CHECK,False,False
2026-04-02 14:46:43,40.744044648,-84.105690076,Elm St. Bridge,850.65,False,CHECK,False,False
2026-04-02 14:46:44,40.744043539,-84.105684623,Main St. Bridge,230.87,False,CHECK,False,False
2026-04-02 14:46:44,40.744043539,-84.105684623,Elm St. Bridge,850.33,False,CHECK,False,False
2026-04-02 14:46:45,40.744038597,-84.105679191,Main St. Bridge,230.25,False,CHECK,False,False
2026-04-02 14:46:45,40.744038597,-84.105679191,Elm St. Bridge,849.63,False,CHECK,False,False
2026-04-02 14:46:46,40.744042617,-84.10567579,Main St. Bridge,230.64,False,CHECK,False,False
2026-04-02 14:46:46,40.744042617,-84.10567579,Elm St. Bridge,849.9,False,CHECK,False,False
2026-04-02 14:46:47,40.744041442,-84.105669721,Main St. Bridge,230.42,False,CHECK,False,False
2026-04-02 14:46:47,40.744041442,-84.105669721,Elm St. Bridge,849.54,False,CHECK,False,False
2026-04-02 14:46:48,40.744051441,-84.105660451,Main St. Bridge,231.38,False,CHECK,False,False
2026-04-02 14:46:48,40.744051441,-84.105660451,Elm St. Bridge,850.17,False,CHECK,False,False
2026-04-02 14:46:49,40.744060231,-84.105651705,Main St. Bridge,232.23,False,CHECK,False,False
2026-04-02 14:46:49,40.744060231,-84.105651705,Elm St. Bridge,850.7,False,CHECK,False,False
2026-04-02 14:46:50,40.744070953,-84.105643588,Main St. Bridge,233.29,False,CHECK,False,False
2026-04-02 14:46:50,40.744070953,-84.105643588,Elm St. Bridge,851.45,False,CHECK,False,False
2026-04-02 14:46:51,40.744080534,-84.105633552,Main St. Bridge,234.21,False,CHECK,False,False
2026-04-02 14:46:51,40.744080534,-84.105633552,Elm St. Bridge,852.01,False,CHECK,False,False
2026-04-02 14:46:52,40.744073531,-84.105630316,Main St. Bridge,233.4,False,CHECK,False,False
2026-04-02 14:46:52,40.744073531,-84.105630316,Elm St. Bridge,851.19,False,CHECK,False,False
2026-04-02 14:46:53,40.744074811,-84.105625713,Main St. Bridge,233.48,False,CHECK,False,False
2026-04-02 14:46:53,40.744074811,-84.105625713,Elm St. Bridge,851.14,False,CHECK,False,False
2026-04-02 14:46:54,40.74407955,-84.105621297,Main St. Bridge,233.94,False,CHECK,False,False
2026-04-02 14:46:54,40.74407955,-84.105621297,Elm St. Bridge,851.44,False,CHECK,False,False
2026-04-02 14:46:55,40.744090415,-84.10561469,Main St. Bridge,235.05,False,CHECK,False,False
2026-04-02 14:46:55,40.744090415,-84.10561469,Elm St. Bridge,852.26,False,CHECK,False,False
2026-04-02 14:46:56,40.74401284,-84.105661174,Main St. Bridge,227.16,False,CHECK,False,False
2026-04-02 14:46:56,40.74401284,-84.105661174,Elm St. Bridge,846.39,False,CHECK,False,False
2026-04-02 14:46:57,40.744013855,-84.105656867,Main St. Bridge,227.21,False,CHECK,False,False
2026-04-02 14:46:57,40.744013855,-84.105656867,Elm St. Bridge,846.32,False,CHECK,False,False
2026-04-02 14:46:58,40.744022562,-84.105655121,Main St. Bridge,228.14,False,CHECK,False,False
2026-04-02 14:46:58,40.744022562,-84.105655121,Elm St. Bridge,847.11,False,CHECK,False,False
2026-04-02 14:46:59,40.744026759,-84.105654436,Main St. Bridge,228.59,False,CHECK,False,False
2026-04-02 14:46:59,40.744026759,-84.105654436,Elm St. Bridge,847.5,False,CHECK,False,False
2026-04-02 14:47:00,40.744035846,-84.105652439,Main St. Bridge,229.56,False,CHECK,False,False
2026-04-02 14:47:00,40.744035846,-84.105652439,Elm St. Bridge,848.32,False,CHECK,False,False
2026-04-02 14:47:01,40.74403591,-84.105651323,Main St. Bridge,229.55,False,CHECK,False,False
2026-04-02 14:47:01,40.74403591,-84.105651323,Elm St. Bridge,848.28,False,CHECK,False,False
2026-04-02 14:47:02,40.74404186,-84.105648202,Main St. Bridge,230.16,False,CHECK,False,False
2026-04-02 14:47:02,40.74404186,-84.105648202,Elm St. Bridge,848.75,False,CHECK,False,False
2026-04-02 14:47:03,40.744033856,-84.105647742,Main St. Bridge,229.28,False,CHECK,False,False
2026-04-02 14:47:03,40.744033856,-84.105647742,Elm St. Bridge,847.94,False,CHECK,False,False
2026-04-02 14:47:04,40.74403814,-84.105647155,Main St. Bridge,229.74,False,CHECK,False,False
2026-04-02 14:47:04,40.74403814,-84.105647155,Elm St. Bridge,848.34,False,CHECK,False,False
2026-04-02 14:47:05,40.744040556,-84.105647562,Main St. Bridge,230.01,False,CHECK,False,False
2026-04-02 14:47:05,40.744040556,-84.105647562,Elm St. Bridge,848.6,False,CHECK,False,False
2026-04-02 14:47:06,40.744035121,-84.105647566,Main St. Bridge,229.41,False,CHECK,False,False
2026-04-02 14:47:06,40.744035121,-84.105647566,Elm St. Bridge,848.06,False,CHECK,False,False
2026-04-02 14:47:07,40.744042423,-84.105645887,Main St. Bridge,230.19,False,CHECK,False,False
2026-04-02 14:47:07,40.744042423,-84.105645887,Elm St. Bridge,848.72,False,CHECK,False,False
2026-04-02 14:47:08,40.744050876,-84.105644418,Main St. Bridge,231.1,False,CHECK,False,False
2026-04-02 14:47:08,40.744050876,-84.105644418,Elm St. Bridge,849.49,False,CHECK,False,False
